ModuleName,Layer,TargetSkill,SecondarySkill,RouteConfidence,RouteReason,PrimaryAliases,ExcludeTerms,RelativeBuildCsPath
IESFile,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,iesfile|unreal|module,email|translation|copywriting,Runtime\IESFile\IESFile.Build.cs
ImageCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,imagecore|core|engine|uobject,email|translation|copywriting,Runtime\ImageCore\ImageCore.Build.cs
ImageDownload,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,imagedownload|network|online|replication,email|translation|copywriting,Runtime\Online\ImageDownload\ImageDownload.Build.cs
ImageWrapper,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,imagewrapper|unreal|module|image,email|translation|copywriting,Runtime\ImageWrapper\ImageWrapper.Build.cs
ImageWriteQueue,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,imagewritequeue|unreal|module|image,email|translation|copywriting,Runtime\ImageWriteQueue\ImageWriteQueue.Build.cs
InMemoryNetworkReplayStreaming,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,inmemorynetworkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\InMemoryNetworkReplayStreaming\InMemoryNetworkReplayStreaming.build.cs
InputCore,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,inputcore|gameplay|ability|input,email|translation|copywriting,Runtime\InputCore\InputCore.Build.cs
InputDevice,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,inputdevice|gameplay|ability|input,email|translation|copywriting,Runtime\InputDevice\InputDevice.Build.cs
InstallBundleManager,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,installbundlemanager|unreal|module|install,email|translation|copywriting,Runtime\InstallBundleManager\InstallBundleManager.Build.cs
Instrumentation,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,instrumentation|unreal|module,email|translation|copywriting,Runtime\Instrumentation\Instrumentation.Build.cs
InteractiveToolsFramework,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,interactivetoolsframework|unreal|module|interactive,email|translation|copywriting,Runtime\InteractiveToolsFramework\InteractiveToolsFramework.Build.cs
InterchangeCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,interchangecore|core|engine|uobject,email|translation|copywriting,Runtime\Interchange\Core\InterchangeCore.Build.cs
InterchangeEngine,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,interchangeengine|core|engine|uobject,email|translation|copywriting,Runtime\Interchange\Engine\InterchangeEngine.Build.cs
IOSAdvertising,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,iosadvertising|unreal|module,email|translation|copywriting,Runtime\Advertising\IOS\IOSAdvertising\IOSAdvertising.Build.cs
IOSAudio,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,iosaudio|unreal|module,email|translation|copywriting,Runtime\IOS\IOSAudio\IOSAudio.Build.cs
IOSLocalNotification,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,ioslocalnotification|unreal|module|ioslocal,email|translation|copywriting,Runtime\IOS\IOSLocalNotification\IOSLocalNotification.Build.cs
IOSPlatformFeatures,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,iosplatformfeatures|unreal|module|iosplatform,email|translation|copywriting,Runtime\IOS\IOSPlatformFeatures\IOSPlatformFeatures.Build.cs
IOSRuntimeSettings,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,iosruntimesettings|unreal|module|iosruntime,email|translation|copywriting,Runtime\IOS\IOSRuntimeSettings\IOSRuntimeSettings.Build.cs
IoStoreHttpClient,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,iostorehttpclient|network|online|replication,email|translation|copywriting,Runtime\Experimental\IoStore\HttpClient\IoStoreHttpClient.Build.cs
IoStoreOnDemand,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,iostoreondemand|unreal|module|store,email|translation|copywriting,Runtime\Experimental\IoStore\OnDemand\IoStoreOnDemand.Build.cs
IoStoreOnDemandCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,iostoreondemandcore|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\IoStore\OnDemandCore\IoStoreOnDemandCore.Build.cs
IoStoreOnDemandTests,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,iostoreondemandtests|unreal|module|store,email|translation|copywriting,Runtime\Experimental\IoStore\Tests\IoStoreOnDemandTests.Build.cs
IPC,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,ipc|unreal|module,email|translation|copywriting,Runtime\IPC\IPC.Build.cs
IrisCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,iriscore|core|engine|uobject,email|translation|copywriting,Runtime\Experimental\Iris\Core\IrisCore.Build.cs
IrisStub,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,irisstub|unreal|module|iris,email|translation|copywriting,Runtime\Experimental\Iris\Stub\IrisStub.Build.cs
ISMPool,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,ismpool|unreal|module,email|translation|copywriting,Runtime\Experimental\ISMPool\ISMPool.Build.cs
Json,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,json|unreal|module,email|translation|copywriting,Runtime\Json\Json.Build.cs
JsonObjectGraph,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,jsonobjectgraph|unreal|module|json,email|translation|copywriting,Runtime\Experimental\JsonObjectGraph\JsonObjectGraph.Build.cs
JsonUtilities,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,jsonutilities|unreal|module|json,email|translation|copywriting,Runtime\JsonUtilities\JsonUtilities.Build.cs
Landscape,Runtime,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,landscape|render|shader|rhi,email|translation|copywriting,Runtime\Landscape\Landscape.Build.cs
Launch,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,launch|unreal|module,email|translation|copywriting,Runtime\Launch\Launch.Build.cs
LaunchDaemonMessages,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,launchdaemonmessages|unreal|module|launch,email|translation|copywriting,Runtime\IOS\LaunchDaemonMessages\LaunchDaemonMessages.Build.cs
LauncherCheck,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,launchercheck|unreal|module|launcher,email|translation|copywriting,Runtime\Portal\LauncherCheck\LauncherCheck.Build.cs
LauncherPlatform,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,launcherplatform|unreal|module|launcher,email|translation|copywriting,Runtime\Portal\LauncherPlatform\LauncherPlatform.Build.cs
LevelSequence,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,levelsequence|unreal|module|level,email|translation|copywriting,Runtime\LevelSequence\LevelSequence.Build.cs
LiveLinkAnimationCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,livelinkanimationcore|core|engine|uobject,email|translation|copywriting,Runtime\LiveLinkAnimationCore\LiveLinkAnimationCore.Build.cs
LiveLinkInterface,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,livelinkinterface|unreal|module|live,email|translation|copywriting,Runtime\LiveLinkInterface\LiveLinkInterface.Build.cs
LiveLinkMessageBusFramework,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,livelinkmessagebusframework|unreal|module|live,email|translation|copywriting,Runtime\LiveLinkMessageBusFramework\LiveLinkMessageBusFramework.Build.cs
LocalFileNetworkReplayStreaming,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,localfilenetworkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\LocalFileNetworkReplayStreaming\LocalFileNetworkReplayStreaming.Build.cs
MarketplaceKit,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,marketplacekit|unreal|module|marketplace,email|translation|copywriting,Runtime\IOS\MarketplaceKit\MarketplaceKit.Build.cs
MassEntity,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,massentity|ai|nav|mass,email|translation|copywriting,Runtime\MassEntity\MassEntity.Build.cs
MaterialShaderQualitySettings,Runtime,unreal-testing-debugging,unreal-module-build,high,module_override,materialshaderqualitysettings|render|shader|rhi,email|translation|copywriting,Runtime\MaterialShaderQualitySettings\MaterialShaderQualitySettings.Build.cs
MathCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,mathcore|core|engine|uobject,email|translation|copywriting,Runtime\MathCore\MathCore.Build.cs
Media,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,media|movie|video,email|translation|copywriting,Runtime\Media\Media.Build.cs
MediaAssets,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,mediaassets|media|movie|video,email|translation|copywriting,Runtime\MediaAssets\MediaAssets.Build.cs
MediaUtils,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,mediautils|media|movie|video,email|translation|copywriting,Runtime\MediaUtils\MediaUtils.Build.cs
MeshConversion,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,meshconversion|unreal|module|mesh,email|translation|copywriting,Runtime\MeshConversion\MeshConversion.Build.cs
MeshConversionEngineTypes,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,meshconversionenginetypes|core|engine|uobject,email|translation|copywriting,Runtime\MeshConversionEngineTypes\MeshConversionEngineTypes.Build.cs
MeshDescription,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,meshdescription|unreal|module|mesh,email|translation|copywriting,Runtime\MeshDescription\MeshDescription.Build.cs
MeshUtilitiesCommon,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,meshutilitiescommon|unreal|module|mesh,email|translation|copywriting,Runtime\MeshUtilitiesCommon\MeshUtilitiesCommon.Build.cs
Messaging,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,messaging|unreal|module,email|translation|copywriting,Runtime\Messaging\Messaging.Build.cs
MessagingCommon,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,messagingcommon|unreal|module|messaging,email|translation|copywriting,Runtime\MessagingCommon\MessagingCommon.Build.cs
MessagingRpc,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,messagingrpc|unreal|module|messaging,email|translation|copywriting,Runtime\MessagingRpc\MessagingRpc.Build.cs
MetalRHI,Runtime,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,metalrhi|render|shader|rhi,email|translation|copywriting,Runtime\Apple\MetalRHI\MetalRHI.Build.cs
MoviePlayer,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,movieplayer|media|movie|video,email|translation|copywriting,Runtime\MoviePlayer\MoviePlayer.Build.cs
MoviePlayerProxy,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,movieplayerproxy|media|movie|video,email|translation|copywriting,Runtime\MoviePlayerProxy\MoviePlayerProxy.Build.cs
MovieScene,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,moviescene|media|movie|video,email|translation|copywriting,Runtime\MovieScene\MovieScene.Build.cs
MovieSceneCapture,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,moviescenecapture|media|movie|video,email|translation|copywriting,Runtime\MovieSceneCapture\MovieSceneCapture.Build.cs
MovieSceneTracks,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,moviescenetracks|media|movie|video,email|translation|copywriting,Runtime\MovieSceneTracks\MovieSceneTracks.Build.cs
MRMesh,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,mrmesh|unreal|module,email|translation|copywriting,Runtime\MRMesh\MRMesh.build.cs
NavigationSystem,Runtime,unreal-cpp-foundations,unreal-module-build,high,module_override,navigationsystem|ai|nav|mass,email|translation|copywriting,Runtime\NavigationSystem\NavigationSystem.Build.cs
Navmesh,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,navmesh|unreal|module,email|translation|copywriting,Runtime\Navmesh\Navmesh.Build.cs
NetCommon,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,netcommon|network|online|replication,email|translation|copywriting,Runtime\Net\Common\NetCommon.Build.cs
NetCore,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,high,module_override,netcore|network|online|replication,email|translation|copywriting,Runtime\Net\Core\NetCore.Build.cs
NetworkFile,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,networkfile|network|online|replication,email|translation|copywriting,Runtime\NetworkFile\NetworkFile.Build.cs
NetworkFileSystem,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,networkfilesystem|network|online|replication,email|translation|copywriting,Runtime\NetworkFileSystem\NetworkFileSystem.Build.cs
Networking,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,networking|unreal|module,email|translation|copywriting,Runtime\Networking\Networking.Build.cs
NetworkReplayStreaming,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,networkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\NetworkReplayStreaming\NetworkReplayStreaming.Build.cs
NNE,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,nne|unreal|module,email|translation|copywriting,Runtime\NNE\NNE.Build.cs
NonRealtimeAudioRenderer,Runtime,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,nonrealtimeaudiorenderer|render|shader|rhi,email|translation|copywriting,Runtime\NonRealtimeAudioRenderer\NonRealtimeAudioRenderer.Build.cs
NullDrv,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,nulldrv|unreal|module|null,email|translation|copywriting,Runtime\NullDrv\NullDrv.Build.cs
NullInstallBundleManager,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,nullinstallbundlemanager|unreal|module|null,email|translation|copywriting,Runtime\NullInstallBundleManager\NullInstallBundleManager.build.cs
NullNetworkReplayStreaming,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,nullnetworkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\NullNetworkReplayStreaming\NullNetworkReplayStreaming.build.cs
OodleDataCompression,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,oodledatacompression|unreal|module|oodle,email|translation|copywriting,Runtime\OodleDataCompression\OodleDataCompression.Build.cs
OpenColorIOWrapper,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,opencoloriowrapper|unreal|module|open,email|translation|copywriting,Runtime\OpenColorIOWrapper\OpenColorIOWrapper.Build.cs
OpenGLDrv,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,opengldrv|unreal|module|open,email|translation|copywriting,Runtime\OpenGLDrv\OpenGLDrv.Build.cs
OpusAudioDecoder,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,opusaudiodecoder|audio|sound|metasound,email|translation|copywriting,Runtime\OpusAudioDecoder\Module\OpusAudioDecoder.Build.cs
Overlay,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,overlay|unreal|module,email|translation|copywriting,Runtime\Overlay\Overlay.Build.cs
PacketHandler,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,high,module_override,packethandler|network|online|replication,email|translation|copywriting,Runtime\PacketHandlers\PacketHandler\PacketHandler.Build.cs
PakFile,Runtime,unreal-testing-debugging,unreal-module-build,high,module_override,pakfile|unreal|module|pak,email|translation|copywriting,Runtime\PakFile\PakFile.Build.cs
PerfCounters,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,perfcounters|unreal|module|perf,email|translation|copywriting,Runtime\PerfCounters\PerfCounters.Build.cs
PhysicsCore,Runtime,unreal-physics-collision,unreal-cpp-foundations,high,module_override,physicscore|physics|chaos|collision,email|translation|copywriting,Runtime\PhysicsCore\PhysicsCore.Build.cs
PortalMessages,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,portalmessages|unreal|module|portal,email|translation|copywriting,Runtime\Portal\Messages\PortalMessages.Build.cs
PortalProxies,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,portalproxies|unreal|module|portal,email|translation|copywriting,Runtime\Portal\Proxies\PortalProxies.Build.cs
PortalRpc,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,portalrpc|unreal|module|portal,email|translation|copywriting,Runtime\Portal\Rpc\PortalRpc.Build.cs
PortalServices,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,portalservices|unreal|module|portal,email|translation|copywriting,Runtime\Portal\Services\PortalServices.Build.cs
PosixShim,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,posixshim|unreal|module|posix,email|translation|copywriting,Runtime\PlatformThirdPartyHelpers\PosixShim\PosixShim.Build.cs
PreLoadScreen,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,preloadscreen|unreal|module|pre,email|translation|copywriting,Runtime\PreLoadScreen\PreLoadScreen.Build.cs
Projects,Runtime,unreal-module-build,unreal-cpp-foundations,high,module_override,projects|core|engine|uobject,email|translation|copywriting,Runtime\Projects\Projects.Build.cs
PropertyPath,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,propertypath|unreal|module|property,email|translation|copywriting,Runtime\PropertyPath\PropertyPath.Build.cs
RadAudioDecoder,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,radaudiodecoder|audio|sound|metasound,email|translation|copywriting,Runtime\RadAudioCodec\Module\RadAudioDecoder.Build.cs
RawMesh,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,rawmesh|unreal|module|raw,email|translation|copywriting,Runtime\RawMesh\RawMesh.Build.cs
ReliabilityHandlerComponent,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,reliabilityhandlercomponent|unreal|module|reliability,email|translation|copywriting,Runtime\PacketHandlers\ReliabilityHandlerComponent\ReliabilityHandlerComponent.Build.cs
RenderCore,Runtime,unreal-testing-debugging,unreal-module-build,high,module_override,rendercore|render|shader|rhi,email|translation|copywriting,Runtime\RenderCore\RenderCore.Build.cs
Renderer,Runtime,unreal-testing-debugging,unreal-module-build,high,module_override,renderer|render|shader|rhi,email|translation|copywriting,Runtime\Renderer\Renderer.Build.cs
RewindDebuggerRuntimeInterface,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,rewinddebuggerruntimeinterface|unreal|module|rewind,email|translation|copywriting,Runtime\RewindDebuggerRuntimeInterface\RewindDebuggerRuntimeInterface.Build.cs
RHI,Runtime,unreal-testing-debugging,unreal-module-build,high,module_override,rhi|render|shader,email|translation|copywriting,Runtime\RHI\RHI.Build.cs
RHICore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,rhicore|unreal|module,email|translation|copywriting,Runtime\RHICore\RHICore.Build.cs
RSA,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,rsa|unreal|module,email|translation|copywriting,Runtime\RSA\RSA.Build.cs
RuntimeAssetCache,Runtime,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,runtimeassetcache|asset|cook|package,email|translation|copywriting,Runtime\RuntimeAssetCache\RuntimeAssetCache.Build.cs
SandboxFile,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,sandboxfile|unreal|module|sandbox,email|translation|copywriting,Runtime\SandboxFile\SandboxFile.Build.cs
SaveGameNetworkReplayStreaming,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,savegamenetworkreplaystreaming|network|online|replication,email|translation|copywriting,Runtime\NetworkReplayStreaming\SaveGameNetworkReplayStreaming\SaveGameNetworkReplayStreaming.Build.cs
Serialization,Runtime,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,serialization|asset|cook|package,email|translation|copywriting,Runtime\Serialization\Serialization.Build.cs
SessionMessages,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,sessionmessages|unreal|module|session,email|translation|copywriting,Runtime\SessionMessages\SessionMessages.Build.cs
SessionServices,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,sessionservices|unreal|module|session,email|translation|copywriting,Runtime\SessionServices\SessionServices.Build.cs
SignalProcessing,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,signalprocessing|unreal|module|signal,email|translation|copywriting,Runtime\SignalProcessing\SignalProcessing.Build.cs
SkeletalMeshDescription,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,skeletalmeshdescription|animation|skeletal|rig,email|translation|copywriting,Runtime\SkeletalMeshDescription\SkeletalMeshDescription.Build.cs
Slate,Runtime,unreal-umg-lifecycle,unreal-cpp-foundations,high,module_override,slate|ui|umg,email|translation|copywriting,Runtime\Slate\Slate.Build.cs
SlateCore,Runtime,unreal-umg-lifecycle,unreal-cpp-foundations,high,module_override,slatecore|ui|umg|slate,email|translation|copywriting,Runtime\SlateCore\SlateCore.Build.cs
SlateNullRenderer,Runtime,unreal-testing-debugging,unreal-module-build,medium,domain_mapping,slatenullrenderer|render|shader|rhi,email|translation|copywriting,Runtime\SlateNullRenderer\SlateNullRenderer.Build.cs
SlateRHIRenderer,Runtime,unreal-umg-lifecycle,unreal-cpp-foundations,medium,domain_mapping,slaterhirenderer|ui|umg|slate,email|translation|copywriting,Runtime\SlateRHIRenderer\SlateRHIRenderer.Build.cs
Sockets,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,sockets|unreal|module,email|translation|copywriting,Runtime\Sockets\Sockets.Build.cs
SoundFieldRendering,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,soundfieldrendering|audio|sound|metasound,email|translation|copywriting,Runtime\SoundFieldRendering\SoundFieldRendering.Build.cs
SSL,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,ssl|network|online|replication,email|translation|copywriting,Runtime\Online\SSL\SSL.Build.cs
StageDataCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,stagedatacore|core|engine|uobject,email|translation|copywriting,Runtime\VirtualProduction\StageDataCore\StageDataCore.build.cs
StateStream,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,statestream|unreal|module|state,email|translation|copywriting,Runtime\StateStream\StateStream.Build.cs
StaticMeshDescription,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,staticmeshdescription|unreal|module|static,email|translation|copywriting,Runtime\StaticMeshDescription\StaticMeshDescription.Build.cs
Stomp,Runtime,unreal-serialization-savegames,unreal-cpp-foundations,medium,domain_mapping,stomp|network|online|replication,email|translation|copywriting,Runtime\Online\Stomp\Stomp.Build.cs
StorageServerClient,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,storageserverclient|unreal|module|storage,email|translation|copywriting,Runtime\StorageServerClient\StorageServerClient.Build.cs
StorageServerClientDebug,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,storageserverclientdebug|unreal|module|storage,email|translation|copywriting,Runtime\StorageServerClientDebug\StorageServerClientDebug.Build.cs
StreamingFile,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,streamingfile|unreal|module|streaming,email|translation|copywriting,Runtime\StreamingFile\StreamingFile.Build.cs
StreamingPauseRendering,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,streamingpauserendering|unreal|module|streaming,email|translation|copywriting,Runtime\StreamingPauseRendering\StreamingPauseRendering.Build.cs
StudioTelemetry,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,studiotelemetry|unreal|module|studio,email|translation|copywriting,Runtime\StudioTelemetry\StudioTelemetry.build.cs
SymsLib,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,symslib|unreal|module|syms,email|translation|copywriting,Runtime\SymsLib\SymsLib.Build.cs
SynthBenchmark,Runtime,unreal-cpp-foundations,unreal-module-build,medium,domain_mapping,synthbenchmark|audio|sound|metasound,email|translation|copywriting,Runtime\SynthBenchmark\SynthBenchmark.Build.cs
TelemetryUtils,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,telemetryutils|unreal|module|telemetry,email|translation|copywriting,Runtime\Analytics\TelemetryUtils\TelemetryUtils.Build.cs
TextureUtilitiesCommon,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,textureutilitiescommon|unreal|module|texture,email|translation|copywriting,Runtime\TextureUtilitiesCommon\TextureUtilitiesCommon.build.cs
TimeManagement,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,timemanagement|unreal|module|time,email|translation|copywriting,Runtime\TimeManagement\TimeManagement.Build.cs
TraceLog,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,tracelog|unreal|module|trace,email|translation|copywriting,Runtime\TraceLog\TraceLog.Build.cs
TypedElementFramework,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,typedelementframework|unreal|module|typed,email|translation|copywriting,Runtime\TypedElementFramework\TypedElementFramework.Build.cs
TypedElementRuntime,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,typedelementruntime|unreal|module|typed,email|translation|copywriting,Runtime\TypedElementRuntime\TypedElementRuntime.Build.cs
UEJpegComp,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,uejpegcomp|unreal|module|uejpeg,email|translation|copywriting,Runtime\UEJpegComp\UEJpegComp.Build.cs
UELibrary,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,uelibrary|unreal|module,email|translation|copywriting,Runtime\UELibrary\UELibrary.Build.cs
UEWavComp,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,uewavcomp|unreal|module|uewav,email|translation|copywriting,Runtime\UEWavComp\UEWavComp.Build.cs
uLangCore,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,ulangcore|core|engine|uobject,email|translation|copywriting,Runtime\Solaris\uLangCore\uLangCore.Build.cs
uLangJSON,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,ulangjson|unreal|module|lang,email|translation|copywriting,Runtime\Solaris\uLangJSON\uLangJSON.Build.cs
uLangUE,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,ulangue|unreal|module|lang,email|translation|copywriting,Runtime\Solaris\uLangUE\uLangUE.Build.cs
UMG,Runtime,unreal-umg-lifecycle,unreal-cpp-foundations,high,module_override,umg|ui|slate,email|translation|copywriting,Runtime\UMG\UMG.Build.cs
UniversalObjectLocator,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,universalobjectlocator|unreal|module|universal,email|translation|copywriting,Runtime\UniversalObjectLocator\UniversalObjectLocator.Build.cs
UnixCommonStartup,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,unixcommonstartup|unreal|module|unix,email|translation|copywriting,Runtime\Unix\UnixCommonStartup\UnixCommonStartup.Build.cs
UnrealGame,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,unrealgame|unreal|module|game,email|translation|copywriting,Runtime\UnrealGame\UnrealGame.Build.cs
VectorVM,Runtime,unreal-module-build,unreal-cpp-foundations,medium,domain_mapping,vectorvm|unreal|module|vector,email|translation|copywriting,Runtime\VectorVM\VectorVM.Build.cs
